Id,Clientes,Transacción,Categoría,Descripción,Precio,TipoContrato,Superficie,Área,Dirección,ÁreaInterior,Habitaciones,Baños,Edad,Edad_prom,Piso,Administración,Barrio,Estrato,Garages,Extras,Latitud,Longitud,PrecioM2,Ascensor,Depósito,ModifyDate,Link
347,Andres Vargas,Venta,Apartamento,REMODELADO Hermoso apto en pasadena con amplios espacios recién remodelado con materiales modernos y de lujo Conocerlo es enamorarse Ubicado en sector exclusivo y residencial de Bogotá Cerca de parques y zonas verdes canchas públicas de tennis fútbol baloncesto etc Tendrás a media cuadra el exito y Ara A dos cuadras tienes el Carulla los tres elefantes bodytech A 6 cuadras tienes Iserra 100 Cerca a la autopista avenida suba calle 100 calle 116 Sector con una alta valorización Arriendo 2 9 M,499000000,Particular,112,112,Calle 106a No. 54-30,,3,3,16 a 30 años,23.0,0,250000,Pasadena,0,1,"Interiores$Alarma, Baño Auxiliar, Barra estilo americano, Calentador, Chimenea, Citófono, Cocina Integral, Cocina tipo Americano, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Cuarto de Escoltas, Garaje(s)|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$PentHouse",4.696173191070559,-74.0639572143555,4455357.14,0,1,3/29/2021 3:24:30 AM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4826044.aspx
348,Remax One,Venta,Apartamento,"Bajo de Precio! Escuchamos ofertas! urge vender. Apartamento  duplex  para remodelar,  con un área de 110 M2 de área construída,   interior,   piso 5 sin ascensor. Cuenta sala comedor,  estudio.  con tres habitaciones,  dos baños completos,  cocina integral,  baño social  Tiene un parqueadero cubierto. Está para remodelar. Ubicado en pasadena a solo una par de  cuadras del  Romi..",340000000,Professional,110,110,Carrera 51 # 103B - 81,"91,00 m2",3,2,16 a 30 años,23.0,5,543000,Pasadena,5,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Closet, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Servicios independientes|Exteriores$En conjunto cerrado, Garaje Cubierto, Parqueadero Visitantes, Portería / Vigilancia, Vigilancia privada 24*7|del Sector$Cómodas vias de acceso, Parques cercanos, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial|#Apartamento#$Duplex",4.693999767303469,-74.068000793457,3090909.09,0,1,7/8/2020 3:56:10 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4101282.aspx
349,RC Habitar Inmobiliario EU,Venta,Apartamento,"Vendo apartamento en Pasadena,  dos habitaciones amplias,  estudio o tercera habitación,  dos baños,  cocina integral,  zona de lavandería  excelente ubicación..",330000000,Professional,72,72,calle 113 55-42,,3,2,16 a 30 años,23.0,2,280000,Pasadena,2,2,"Interiores$Calentador, Citófono, Cocina Integral, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano",4.69758987426758,-74.0658493041992,4583333.33,0,0,3/26/2021 9:46:44 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5971943.aspx
350,Daniel  Moncada,Venta,Apartamento,"Hermoso apartamento DUPLEX en 5°, con 2 habitaciones y un tercer nivel con estudio independiente, 3 baños, sala comedor con chimenea, cocina y patio de ropas, garaje y deposito. Super ubicado, sector tranquilo y seguro, edificio con ascensor y vigilancia privada.",390000000,Particular,76,76,Cr 53 103b,"76,00 m2",2,3,9 a 15 años,12.0,5,395000,Pasadena,5,1,"Interiores$Baño Auxiliar, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia, Vivienda Multifamiliar|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.69212055206299,-74.06256103515629,5131578.95,1,1,1/30/2021 10:17:15 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051923.aspx
351,Jaan Céspedes,Venta,Apartamento,Acabados de lujo 5 piso con ascensor garage doble deposito,370000000,Particular,57,57,Cra 51 102a 63,,1,2,,0.0,5,0,Pasadena,5,2,Exteriores$Ascensor,4.690890789031981,-74.06175231933591,6491228.07,1,0,3/16/2021 3:33:02 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6158607.aspx
352,BROKERS&CÎA,Venta,Apartamento,Excelente apartamento de tres alcobas con dos baños exterior muy bien ubicado en pasadena garaje cubierto vigilancia 24 por 7 segundo piso sin ascensor oportunidad de precio mayor info brokersycia com.,318000000,Professional,72,72,cra 52106-45,"72,00 m2",3,2,16 a 30 años,23.0,2,300000,Pasadena,2,1,"Interiores$Alarma, Baño Auxiliar, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Vigilancia, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial|#Apartamento#$Loft",4.64204025268555,-74.08705139160159,4416666.67,0,1,9/7/2020 8:08:29 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5455328.aspx
353,RED Solutions Inmobiliaria & Negocios S.A.S,Venta,Apartamento,"Espectacular Apartamento en buenas condiciones,  cuenta con treshabitaciones,  tresbaños,  sala,  comedor y cocina integral,  adicional elEdificio es inteligente y elacceso es con tarjeta..",550000000,Professional,118,118,Carrera 50 No 106 - 46,"118,00 m2",3,2,,0.0,2,500000,Pasadena,2,2,"Interiores$Balcón, Baño Auxiliar, Calentador, Chimenea, Citófono, Cocina Integral, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Portería / Recepción, Salón Comunal, Zonas Verdes|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.694708347320559,-74.0607986450195,4661016.95,1,0,10/16/2020 9:39:02 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4546086.aspx
354,Remax Planet,Venta,Apartamento,"1226991- Apto duplex,  con area de 193M2,  primer nivel area social,  sala comedor independiente,  sala de television,  bar,  chimenea,  cocina con isla remodelada,  zona de ropas y comedor auxiliar,  segundo nivel con hall de habitaciones,  2 habitaciones cada una con baño,  estudio,  y alcoba principal con walk in closet y baño y habitacion bastante amplia,  apartamento ubicado en segundo y tercer nivel,  exterior con vista a parque de pasadena,  pisos en madera 2 garajes independientes amplios,  en edificio con parque de niños y salon comunal. .",970000000,Professional,193,193,Carrera 53 # 103B -90,"193,00 m2",3,3,16 a 30 años,23.0,3,890000,Pasadena,3,2,"Interiores$Baño Auxiliar, Baño Independiente, Chimenea, Citófono, Closet, Cocina Integral, Estudio, Hall de Alcobas, Zona de lavandería|Exteriores$Ascensor, Garaje / Parqueadero(s), Garaje(s), Portería / Recepción, Salón Comunal, Vigilancia, Zona Infantil|del Sector$Zona Residencial",4.691993713378911,-74.0624542236328,5025906.74,1,0,3/23/2021 8:55:25 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4616490.aspx
355,MEGAGESTION SAS,Venta,Apartamento,"Espectacular apartamento en Pasadena,  para estrenar! Quinto piso,  linda vista a parque. 125.79 metros. Cocina abierta.  Baño social. Sala comedor con balcón y chimenea a gas. Closet de linos. Zona de lavandería cerrada. Dos cuartos comparten baño. Espacio para computador . Cuarto ppal con closet y baño con luz y ventilación natural. Dos garajes en linea y deposito..",890000000,Professional,125,125,Calle 104 No. 47 08,,3,3,Menos de 1 año,0.5,5,0,Pasadena,5,2,"Interiores$Balcón, Baño Auxiliar, Barra estilo americano, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Terraza, Vigilancia|del Sector$Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69302988052368,-74.0582504272461,7120000.0,1,1,6/25/2020 6:08:41 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5415589.aspx
356,Adelaida Pava Jimenez,Venta,Apartamento,"APARTAMENTO CON UNA EXCELENTE UBICACION,  EXTERIOR MUY ILUMINADO Y CONFORTABLE.  CUENTA CON VIAS DE ACCESO CON ENTRADA Y SALIDA A LA CALLE 100,  116, 127,  AVENIDA SUBA,  CARRERA 50 QUE CONECTA LA CALLE 100 CON 116,  AUTOPISTA NORTE,  CENTRO COMERCIAL ISERRA 100,  PUENTE LARGO,  SUPERMERCADOS,  RESTAURANTES,  BANCOS,  COLEGIOS,  IGLESIA,  PARQUES MUY CERCA. INMUEBLE EN PERFECTO ESTADO,  LISTO PARA HABITAR. CUENTA CON 3 HABITACIONES AMPLIAS PRINCIPAL CON BAÑO Y TERRAZA,  DOS COMPARTEN BAÑO,  DOS ESTUDIOS..",699000000,Professional,208,208,calle 105 48 00,"208,00 m2",4,4,16 a 30 años,23.0,5,980000,Pasadena,5,2,"Interiores$Balcón, Baño Auxiliar, Baño de Servicio, Calentador, Citófono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Jardín, Parqueadero Visitantes, Portería / Recepción, Vigilancia, Vista panorámica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",0.0,0.0,3360576.92,1,1,3/16/2021 6:03:42 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5357015.aspx
357,Makale Ltda,Venta,Apartamento,"Apartamento para venta en Pasadena de 80 M2 en segundo piso,  ubicado dentro de un sector de importante valorización y total tranquilidad,  El apartamento cuenta con estupenda distribución,  dos habitaciones con closet,  dos baños,  estudio,  sala comedor con agradable iluminación natural. Cocina integral con instalación a gas ,  dos parqueaderos cubiertos en linea. El edificio cuenta con un sistema de automatización chips para ingreso,  circuito cerrado de TV,  sensores de movimiento. Sector con excelentes vías de acceso por calle cien,  suba,  calle ciento dieciséis. Cerca a centro comercial Iserra 100 y Tres Elefantes. Contáctenos!!! para que conozca el inmueble..",460000000,Professional,80,80,Calle 103B # 49B - 42 Apto 202 Edificio PASADENA ROYAL,"80,00 m2",2,2,16 a 30 años,23.0,2,230000,Pasadena,2,2,"Interiores$Alarma, Calentador, Citófono, Closet, Cocina Integral, Comedor, Estudio, Instalación de gas, Piso en Baldosa /  Mármol, Sensor de movimiento|Exteriores$Circuito cerrado de TV, Control de acceso digital, Garaje Cubierto, Salón Comunal|del Sector$Cómodas vias de acceso, Sobre vía secundaria, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona Residencial",4.69199991226196,-74.06300354003909,5750000.0,0,0,3/1/2021 4:46:50 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5319843.aspx
358,Elizabeth Caceres Caceres,Venta,Apartamento,"Dos habitaciones dos baños, se puede hacer una alcoba mas. 1 garaje , vigilancia solo 24 horas",340000000,Particular,74,74,CALLE 103 CARRERA 55,"74,00 m2",2,2,9 a 15 años,12.0,5,410000,Pasadena,5,1,"Interiores$Baño Auxiliar, Calentador, Citófono, Cocina Integral, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Loft",4.69692182540894,-74.0706405639648,4594594.59,1,0,3/28/2021 8:59:03 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4321970.aspx
359,jesus .,Venta,Apartamento,in mueble muy bien ubicado 5 piso 2 alcobas 2 baños sala comedor cocina  muy bien ubicado tel ,290000000,Particular,44,44,kr 50 103b 18 apt 503,"42,00 m2",2,2,16 a 30 años,23.0,5,180000,Pasadena,5,1,"Interiores$Instalación de gas, Zona de lavandería",0.0,0.0,6590909.09,0,0,1/25/2021 8:25:30 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5271375.aspx
360,KASAGANAAN Organización Inmobiliaria,Venta,Apartamento,"Apartamento Duplex en venta. Barrio Pasadena. 111 m2. 3 alcobas,  2 baños,  zona de ropas,  cuarto de servicio,  cocina integral,  sala-comedor con chimenea,  piso en madera laminada,  parqueadero para 1 vehículo y 1 moto,  terraza,  se encuentra en excelente estado,  excelentes espacios y luz natural,  buenos acabados en madera,  muy bien distribuido,  cálido. Estratégica ubicación con transporte por calle 100,  av suba,  autopista norte,  cerca al centro comercial Iserra 100,  parques etc..",540000000,Professional,111,111,Cra 50 No. 103 B-57 apto 503,"111,00 m2",3,2,9 a 15 años,12.0,5,680000,Pasadena,5,1,"Interiores$Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Garaje(s), Portería / Recepción|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial|#Apartamento#$Duplex",4.692599773406981,-74.06109619140629,4864864.86,1,1,12/16/2020 4:22:09 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5093164.aspx
361,Jimenez Nassar y Asociados SAS,Venta,Apartamento,"Lindo apartamento Duplex pisos 5 y 6. Iluminación natural,  puertas blindadas,  persinas de madera y blackout. Con excelente ubicación,  cerca de avenida principal,  autopista y Av. Suba. Estaciones de transmienio. Parques y comercio. Exterior. Con tres alcobas con closet,  tres baños,  un estudio,  terraza,  un garajes techados,  un deposito,  cocina integral,  cerrada,  con estufa a gas. Calentador a gas. Cuarto de ropas grande. Pisos laminados en madera. Salón comunal. Un ascensor. Vigilancia 24 horas..",575000000,Professional,101,101,Carrera 50No.103B-57 Apto 501,"101,00 m2",3,3,9 a 15 años,12.0,5,722448,Pasadena,5,1,"Interiores$Balcón, Calentador, Chimenea, Citófono, Cocina Integral, Depósito / Bodega, Estudio, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Jardín, Portería / Recepción, Salón Comunal, Vigilancia, Vista panorámica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial|#Apartamento#$Duplex",4.67316007614136,-74.149528503418,5693069.31,1,1,3/30/2020 7:12:56 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5090231.aspx
362,Z.L.A. GLOBAL BROKERS INMOBILIARIA,Venta,Apartamento,"VENDO ACOGEDOR APARTAMENTO EN PASADENA Amplios,  iluminados espacios para convivir en familia. Hall de entrada,  baño social,  sala comedor,  cocina integral,  zona lavandería,  cuarto de servicio con baño completo. Hall de alcobas,  baño auxiliar,  habitación principal con baño privado. Dos garajes independientes,  deposito. Ubicado en tranquilo sector residencial con variados parques,  zonas deportivas a su alrededor. Facilidad transporte publico,  cercanía vías principales,  zonas comerciales. MMR-1421.",560000000,Professional,117,117,Cr. 53 con Cl. 106,"110,00 m2",4,4,16 a 30 años,23.0,6,410000,Pasadena,6,2,"Interiores$Baño Auxiliar, Calentador, Chimenea, Cocina Integral, Cuarto de Servicio, Depósito / Bodega, Estudio, Hall de Alcobas, Instalación de gas, Piso en Baldosa /  Mármol, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Portería / Recepción, Salón Comunal, Salón de Juegos, Vigilancia, Vivienda Multifamiliar, Zona Infantil|del Sector$Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69572401046753,-74.0624465942383,4786324.79,1,1,3/11/2021 8:24:24 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4186416.aspx
363,CAAL acompañamiento inmobiliario,Venta,Apartamento,"PASADENA  Apto de 103 m2 más Terraza de 10 M2,  Piso 6 (último piso),  Duplex,  Exterior Tres (3) Habitaciones distribuidas asi: Primer piso: 1 habitación y baño,  Sala comedor Cocina remodelada,  Baño de servicio. Segundo Piso: 2 habitaciones c/u con Bano y Terraza con acceso desde la Habitacion Principal,  2 parqueaderos. Valor de administración $600.000. Anos 18.",460000000,Professional,103,103,Calle 104  48 - 52,"103,00 m2",2,2,16 a 30 años,23.0,6,600000,Pasadena,6,2,,4.691914081573491,-74.05955505371091,4466019.42,0,0,10/26/2020 2:34:38 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5002039.aspx
364,BROKERS&CÎA,Venta,Apartamento,"Apartamento Exterior,  con excelente ubicación,  cerca a la estación de transmilenio de la calle 106 con Auto norte a una cuadra de la autopista norte,  con 80 metros construidos,  consta de tres habitaciones,  cuarto de servicio con su baño,  cocina cerrada integral con zona de lavandería independiente. Pisos laminados. Mayor información Brokers y cía Com..",410000000,Professional,80,80,Carrera 45 A No. 106-16,"80,00 m2",4,3,16 a 30 años,23.0,2,356000,Pasadena,2,1,"Interiores$Baño Auxiliar, Baño de Servicio, Calentador, Citófono, Cocina Integral, Cuarto de Servicio, Hall de Alcobas, Instalación de gas, Zona de lavandería|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Jardín, Portería / Recepción, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. Público cercano, Zona Residencial",4.69426012039185,-74.0570526123047,5125000.0,1,0,9/7/2020 8:08:17 PM,https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4993688.aspx
